txn_id,timestamp,sender_bank,sender_account,receiver_bank,upi_app,amount,status,merchant,city,category
UPI005394,2026-01-28 06:36:00,Kotak,ACC74061,HDFC,AmazonPay,6782.91,PENDING,Tripathi-Ganguly,Dehri,Transfer
UPI005395,2026-01-27 03:03:00,Axis,ACC89215,HDFC,GPay,44269.16,PENDING,"Cherian, Ratta and Sibal",Haridwar,Shopping
UPI005396,2026-01-15 01:36:00,Axis,ACC70451,HDFC,PhonePe,2797.07,FAILED,Chada-Comar,Mumbai,Transfer
UPI005397,2026-01-27 12:41:00,SBI,ACC63499,SBI,Paytm,9809.54,PENDING,"Balakrishnan, Tiwari and Bail",Srinagar,Food
UPI005398,2026-01-29 09:39:00,SBI,ACC18196,Axis,PhonePe,35044.55,REVERSED,Gara-Manne,Surat,Bills
UPI005399,2026-01-07 02:33:00,SBI,ACC81505,BOB,Paytm,26356.18,FAILED,"Parikh, Peri and Minhas",Madhyamgram,Shopping
UPI005400,2026-01-03 07:42:00,BOB,ACC49940,Axis,PhonePe,12517.04,PENDING,"Saha, Banerjee and Nagar",North Dumdum,Bills
UPI005401,2026-01-18 16:05:00,ICICI,ACC60344,BOB,Paytm,44810.59,SUCCESS,Munshi Group,Kharagpur,Bills
UPI005402,2026-01-06 02:28:00,SBI,ACC25581,HDFC,PhonePe,19493.91,REVERSED,Shenoy-Soni,Madurai,Food
UPI005403,2026-01-16 08:44:00,PNB,ACC79005,BOB,AmazonPay,,FAILED,Dugar PLC,Miryalaguda,Shopping
UPI005404,2026-01-19 15:02:00,HDFC,ACC57387,PNB,Paytm,24531.75,FAILED,Gaba-Dhar,Cuttack,Shopping
UPI005405,2026-01-11 19:34:00,HDFC,ACC55510,BOB,AmazonPay,,PENDING,Batta LLC,Sonipat,Transfer
UPI005406,2026-01-29 22:21:00,Kotak,ACC35058,BOB,PhonePe,25790.93,PENDING,Dash-Palan,Raiganj,Transport
UPI005407,2026-01-23 13:44:00,Kotak,ACC58974,HDFC,GPay,7261.66,SUCCESS,"Mukhopadhyay, Anne and Dugal",Dhanbad,Food
UPI005408,2026-01-10 21:15:00,SBI,ACC84068,SBI,Paytm,12029.69,SUCCESS,Bera PLC,Hubli–Dharwad,Food
UPI005409,2026-01-15 01:48:00,BOB,ACC96025,Kotak,PhonePe,46615.91,SUCCESS,"Dube, Wali and Prakash",Katihar,Shopping
UPI005410,2026-01-17 00:25:00,Axis,ACC81862,Axis,PhonePe,-16963.8,SUCCESS,"Saha, Mangal and Palla",Sasaram,Transfer
UPI005411,2026-01-28 09:23:00,Kotak,ACC10909,ICICI,BHIM,2824.76,FAILED,Sule and Sons,Jodhpur,Bills
UPI005412,2026-01-06 01:41:00,Kotak,ACC35284,BOB,AmazonPay,3409.33,REVERSED,Datta-Sathe,Bikaner,Shopping
UPI005413,2026-01-19 20:55:00,SBI,ACC64134,PNB,GPay,27043.74,REVERSED,Biswas PLC,Noida,Bills
UPI005414,2026-01-21 19:55:00,ICICI,ACC34276,Kotak,BHIM,23755.94,PENDING,Kashyap Inc,Karimnagar,Transport
UPI005415,2026-01-25 14:06:00,PNB,ACC90493,Axis,AmazonPay,31142.93,SUCCESS,Borra-Chahal,Raiganj,Shopping
UPI005416,2026-01-21 05:40:00,BOB,ACC71907,SBI,Paytm,6921.55,SUCCESS,Gopal PLC,Sambalpur,Transfer
UPI005417,2026-01-20 13:37:00,HDFC,ACC44801,ICICI,AmazonPay,23629.01,SUCCESS,Sarin and Sons,Khora ,Transfer
UPI005418,2026-01-25 10:10:00,Kotak,ACC96410,BOB,BHIM,39929.27,REVERSED,"Suresh, Anand and Peri",Korba,Transfer
UPI005419,2026-01-27 02:56:00,SBI,ACC85628,HDFC,AmazonPay,35784.22,REVERSED,Venkataraman Inc,Hospet,Food
UPI005420,2026-01-08 15:45:00,SBI,ACC23268,HDFC,Paytm,13926.22,PENDING,Tiwari-Dora,Karnal,Transport
UPI005421,2026-01-04 10:05:00,ICICI,ACC12182,ICICI,BHIM,44368.95,FAILED,Raju LLC,Madurai,Shopping
UPI005422,2026-01-21 00:38:00,BOB,ACC34243,HDFC,BHIM,21878.88,FAILED,Kari Ltd,Bangalore,Bills
UPI005423,2026-01-12 00:13:00,ICICI,ACC51747,BOB,Paytm,11637.77,PENDING,Sibal-Gera,Dharmavaram,Bills
UPI005424,2026-01-09 03:07:00,BOB,ACC18236,PNB,PhonePe,14172.77,PENDING,Shanker-Panchal,Jammu,Shopping
UPI005425,2026-01-09 13:33:00,SBI,ACC71899,Kotak,PhonePe,19357.76,SUCCESS,Nath Inc,Haldia,Transfer
UPI005426,2026-01-23 19:10:00,BOB,ACC46559,Axis,BHIM,46382.56,REVERSED,Sheth LLC,Ambarnath,Food
UPI005427,2026-01-02 19:17:00,HDFC,ACC56018,Axis,GPay,29838.71,PENDING,Chaudhuri LLC,Deoghar,Bills
UPI005428,2026-01-29 11:34:00,Kotak,ACC14413,HDFC,AmazonPay,6658.41,SUCCESS,"Chauhan, Shetty and Gupta",Amravati,Shopping
UPI005429,2026-01-18 00:05:00,SBI,ACC13141,BOB,PhonePe,45767.65,PENDING,Tailor Ltd,Ranchi,Shopping
UPI005430,2026-01-18 09:30:00,PNB,ACC41226,SBI,Paytm,17225.71,REVERSED,Kota-Chanda,Purnia,Transport
UPI005431,2026-01-09 12:40:00,SBI,ACC31464,SBI,BHIM,21695.89,PENDING,"Dewan, Sampath and Guha",Jehanabad,Transfer
UPI005432,2026-01-01 23:54:00,ICICI,ACC35412,Axis,PhonePe,41120.67,SUCCESS,Sidhu-Sahni,Delhi,Transport
UPI005433,2026-01-21 18:30:00,HDFC,ACC10630,PNB,GPay,-35446.06,FAILED,Sha Inc,Unnao,Shopping
UPI005434,2026-01-30 11:50:00,Axis,ACC73127,ICICI,BHIM,30395.83,REVERSED,"Chander, Upadhyay and Pandey",Khandwa,Bills
UPI005435,2026-01-15 19:11:00,HDFC,ACC34410,ICICI,PhonePe,13556.13,PENDING,Gokhale and Sons,Nizamabad,Transfer
UPI005436,2026-01-26 01:05:00,PNB,ACC14621,Axis,BHIM,20934.34,PENDING,Mohanty LLC,Jhansi,Bills
UPI005437,2026-01-16 10:01:00,PNB,ACC67539,Kotak,Paytm,46766.52,REVERSED,"Biswas, Bal and Mani",Warangal,Shopping
UPI005438,2026-01-21 09:49:00,Kotak,ACC41729,ICICI,BHIM,38788.69,FAILED,Joshi and Sons,Bhiwandi,Transfer
UPI005439,2026-01-09 08:31:00,PNB,ACC78337,Axis,GPay,47634.4,PENDING,Thakur Ltd,Haldia,Food
UPI005440,2026-01-29 12:55:00,SBI,ACC45879,ICICI,AmazonPay,23351.37,REVERSED,"Gupta, Wali and Kulkarni",Jabalpur,Bills
UPI005441,2026-01-21 06:54:00,PNB,ACC20138,SBI,GPay,22252.84,SUCCESS,"Mohan, Krishnamurthy and De",Bidhannagar,Transfer
UPI005442,2026-01-09 03:34:00,Axis,ACC73760,BOB,AmazonPay,42629.71,REVERSED,"Sinha, Gera and Choudhry",Thanjavur,Food
UPI005443,2026-01-18 09:15:00,Axis,ACC97505,PNB,Paytm,33371.62,FAILED,Seth LLC,Mirzapur,Food
UPI005444,2026-01-22 10:05:00,Kotak,ACC48801,Axis,GPay,35148.2,FAILED,Pai-Din,Etawah,Food
UPI005445,2026-01-19 10:01:00,BOB,ACC51679,BOB,PhonePe,13100.71,PENDING,Shetty and Sons,Karimnagar,Transport
UPI005446,2026-01-11 14:58:00,PNB,ACC78323,HDFC,AmazonPay,3193.38,REVERSED,"Kade, Sood and Divan",Aizawl,Transfer
UPI005447,2026-01-20 10:37:00,ICICI,ACC24161,PNB,Paytm,37439.18,REVERSED,Mishra-Khanna,Adoni,Bills
UPI005448,2026-01-16 22:13:00,Kotak,ACC41054,Kotak,BHIM,-39168.88,REVERSED,Sandhu-Balan,Vadodara,Food
UPI005449,2026-01-08 12:10:00,HDFC,ACC60811,ICICI,PhonePe,44871.01,FAILED,"Natt, Balan and Menon",Vellore,Shopping
UPI005450,2026-01-30 22:48:00,PNB,ACC88786,ICICI,BHIM,47840.68,REVERSED,Swaminathan-Oza,Bettiah,Transport
UPI005451,2026-01-09 04:30:00,HDFC,ACC70702,PNB,PhonePe,5746.08,SUCCESS,"Yadav, Oza and Sridhar",Siwan,Transport
UPI005452,2026-01-13 15:40:00,Kotak,ACC78005,SBI,PhonePe,25029.32,PENDING,Sami PLC,Madurai,Bills
UPI005453,2026-01-23 02:43:00,HDFC,ACC48025,PNB,GPay,15759.08,FAILED,"Lal, Mishra and Brar",Gaya,Transfer
UPI005454,2026-01-04 00:24:00,Kotak,ACC93175,HDFC,BHIM,44173.56,REVERSED,"Bedi, Butala and Kumar",Machilipatnam,Transfer
UPI005455,2026-01-27 17:50:00,Kotak,ACC94034,SBI,AmazonPay,49621.52,PENDING,"Mand, Cherian and Seshadri",Malda,Bills
UPI005456,2026-01-21 14:58:00,ICICI,ACC76908,ICICI,Paytm,40651.07,REVERSED,"Bhat, Sur and Chaudhari",Sangli-Miraj & Kupwad,Transport
UPI005457,2026-01-07 12:53:00,ICICI,ACC49171,Axis,AmazonPay,45036.5,PENDING,Ramaswamy and Sons,Kishanganj,Shopping
UPI005458,2026-01-18 06:37:00,Axis,ACC13682,Kotak,Paytm,48872.7,REVERSED,Lanka-Rai,Bidhannagar,Transfer
UPI005459,2026-01-20 08:57:00,ICICI,ACC63147,PNB,Paytm,2742.3,REVERSED,Kakar-Sehgal,Gandhidham,Transport
UPI005460,2026-01-12 00:53:00,SBI,ACC28652,PNB,AmazonPay,13402.98,PENDING,Tella and Sons,Ranchi,Transport
UPI005461,2026-01-27 15:58:00,HDFC,ACC99846,Kotak,PhonePe,2153.52,SUCCESS,Thaker LLC,Yamunanagar,Food
UPI005462,2026-01-30 20:20:00,SBI,ACC28151,PNB,AmazonPay,1912.65,PENDING,Oza-Pau,New Delhi,Food
UPI005463,2026-01-14 05:28:00,BOB,ACC24178,PNB,BHIM,,PENDING,Lalla-Manne,Bokaro,Transport
UPI005464,2026-01-25 11:00:00,BOB,ACC69247,Axis,BHIM,,PENDING,Sarma Ltd,Adoni,Food
UPI005465,2026-01-20 14:40:00,SBI,ACC72365,HDFC,Paytm,37547.65,REVERSED,Sarma-Jhaveri,Khora ,Transfer
UPI005466,2026-01-25 05:01:00,ICICI,ACC65340,ICICI,GPay,11999.3,SUCCESS,Bhardwaj PLC,Panipat,Food
UPI005467,2026-01-25 19:01:00,PNB,ACC56397,BOB,Paytm,49460.85,FAILED,Balan Ltd,Morbi,Bills
UPI005468,2026-01-17 04:19:00,Kotak,ACC54938,Kotak,GPay,47928.16,SUCCESS,Devan-Saini,Nandyal,Transfer
UPI005469,2026-01-28 21:18:00,Axis,ACC81503,HDFC,GPay,37184.36,PENDING,Buch Group,Raurkela Industrial Township,Transport
UPI005470,2026-01-17 04:32:00,ICICI,ACC75720,Kotak,AmazonPay,6818.19,FAILED,Peri-Munshi,Rajkot,Transfer
UPI005471,2026-01-06 01:18:00,HDFC,ACC53233,Axis,PhonePe,10308.07,REVERSED,Keer Group,Vijayanagaram,Bills
UPI005472,2026-01-30 16:05:00,BOB,ACC94872,HDFC,Paytm,22868.81,PENDING,Barman-Chaudhary,Bhilwara,Shopping
UPI005473,2026-01-20 22:31:00,SBI,ACC23513,HDFC,PhonePe,41287.86,PENDING,Sem-Chadha,Mau,Bills
UPI005474,2026-01-06 22:33:00,ICICI,ACC30619,Axis,Paytm,41692.88,PENDING,Radhakrishnan Inc,Tirupati,Transfer
UPI005475,2026-01-20 10:51:00,Kotak,ACC47580,ICICI,AmazonPay,21468.39,FAILED,Mall-Mani,Jalna,Food
UPI005476,2026-01-16 18:08:00,Kotak,ACC99036,ICICI,AmazonPay,,REVERSED,"Sharma, Parmar and Nagar",Lucknow,Transport
UPI005477,2026-01-02 13:38:00,BOB,ACC34551,Axis,PhonePe,34066.26,FAILED,"Mann, Chana and Goswami",Yamunanagar,Bills
UPI005478,2026-01-11 17:02:00,Kotak,ACC67522,BOB,GPay,,SUCCESS,Manne Ltd,Ranchi,Bills
UPI005479,2026-01-30 00:19:00,ICICI,ACC84594,Axis,PhonePe,48793.18,REVERSED,"Padmanabhan, Sani and Rout",Orai,Transfer
UPI005480,2026-01-29 16:53:00,SBI,ACC83819,BOB,BHIM,28944.74,PENDING,Mandal-Pant,Narasaraopet,Transport
UPI005481,2026-01-09 14:20:00,Kotak,ACC53687,BOB,PhonePe,49751.58,FAILED,"Savant, Prabhu and Ravi",Bhagalpur,Food
UPI005482,2026-01-22 11:06:00,SBI,ACC99977,SBI,PhonePe,43103.51,SUCCESS,"Ramanathan, Krish and Mitra",Hosur,Transfer
UPI005483,2026-01-06 23:22:00,PNB,ACC31864,SBI,AmazonPay,8947.28,FAILED,"Warrior, Krishna and Raval",Madhyamgram,Transfer
UPI005484,2026-01-25 01:05:00,SBI,ACC48203,Axis,BHIM,19180.22,SUCCESS,Ramesh LLC,Bhopal,Bills
UPI005485,2026-01-25 10:02:00,HDFC,ACC44545,BOB,BHIM,42460.57,PENDING,"Basak, Chhabra and Seth",Sirsa,Transfer
UPI005486,2026-01-26 20:06:00,SBI,ACC61402,Axis,Paytm,4990.14,SUCCESS,Andra-Prabhakar,Belgaum,Bills
UPI005487,2026-01-20 13:14:00,BOB,ACC15076,HDFC,BHIM,31483.04,FAILED,Char-Apte,South Dumdum,Food
UPI005488,2026-01-14 21:32:00,BOB,ACC54599,SBI,BHIM,11938.84,FAILED,Ganesan-Palan,Farrukhabad,Transport
UPI005489,2026-01-16 21:42:00,HDFC,ACC46095,SBI,BHIM,39231.92,PENDING,Balakrishnan Ltd,Proddatur,Shopping
UPI005490,2026-01-19 01:08:00,BOB,ACC93293,PNB,Paytm,14996.02,REVERSED,Sawhney-Goswami,Bihar Sharif,Transfer
UPI005491,2026-01-01 09:07:00,SBI,ACC10661,BOB,PhonePe,6014.12,SUCCESS,Dugar Group,Surat,Transport
UPI005492,2026-01-13 08:14:00,Axis,ACC22795,SBI,BHIM,48162.2,FAILED,Amble-Gill,Chandigarh,Transfer
UPI005493,2026-01-25 16:12:00,PNB,ACC39231,HDFC,BHIM,9531.96,REVERSED,Prabhu-Naik,Deoghar,Transport
UPI005494,2026-01-13 05:21:00,ICICI,ACC15820,SBI,Paytm,7072.88,PENDING,"Jha, Agate and Sachdev",Ambala,Food
UPI005495,2026-01-20 21:25:00,SBI,ACC15544,PNB,PhonePe,20249.4,SUCCESS,Pingle PLC,Gurgaon,Food
UPI005496,2026-01-18 08:23:00,HDFC,ACC94426,PNB,Paytm,29926.84,REVERSED,Lalla Ltd,Tenali,Transfer
UPI005497,2026-01-14 17:11:00,Kotak,ACC97125,Kotak,PhonePe,31161.22,PENDING,Vaidya PLC,Adoni,Food
UPI005498,2026-01-11 06:04:00,SBI,ACC51947,PNB,Paytm,48526.31,PENDING,"Rajagopal, Sunder and Banik",Sultan Pur Majra,Transfer
UPI005499,2026-01-16 09:41:00,Axis,ACC53056,SBI,GPay,953.03,SUCCESS,Bandi-Dhar,Srinagar,Transfer
UPI005500,2026-01-09 18:20:00,Axis,ACC17106,PNB,AmazonPay,11176.4,PENDING,Lanka LLC,Madanapalle,Shopping
UPI005501,2026-01-10 00:18:00,PNB,ACC80998,SBI,GPay,-26804.32,PENDING,"Kamdar, Prabhu and Bora",Warangal,Shopping
UPI005502,2026-01-08 07:40:00,Axis,ACC46677,ICICI,BHIM,27462.51,SUCCESS,Babu Ltd,Madurai,Food
UPI005503,2026-01-11 09:37:00,BOB,ACC73852,PNB,PhonePe,40497.65,SUCCESS,"Trivedi, Mangal and Koshy",Asansol,Food
UPI005504,2026-01-14 09:41:00,BOB,ACC84051,Axis,PhonePe,,FAILED,Parikh-Palan,Mau,Bills
UPI005505,2026-01-08 02:10:00,Axis,ACC31630,PNB,BHIM,,REVERSED,Sachdev-Master,Gurgaon,Shopping
UPI005506,2026-01-28 22:48:00,PNB,ACC10034,Axis,PhonePe,38731.65,PENDING,"Mandal, Chaudhuri and Deshpande",Sagar,Food
UPI005507,2026-01-17 08:34:00,Axis,ACC62812,BOB,PhonePe,30815.76,SUCCESS,Mukherjee-Doshi,Navi Mumbai,Transfer
UPI005508,2026-01-22 21:10:00,ICICI,ACC75884,Axis,Paytm,28864.43,FAILED,Yohannan LLC,Nashik,Shopping
UPI005509,2026-01-10 00:29:00,PNB,ACC59469,HDFC,PhonePe,11880.24,PENDING,Sen LLC,Chittoor,Transfer
UPI005510,2026-01-27 08:16:00,SBI,ACC77634,PNB,BHIM,47218.51,SUCCESS,Krish Inc,Bhalswa Jahangir Pur,Bills
UPI005511,2026-01-15 10:25:00,PNB,ACC46026,BOB,AmazonPay,19740.72,REVERSED,Dash-Dutt,Srinagar,Shopping
UPI005512,2026-01-26 20:10:00,BOB,ACC85154,PNB,GPay,,PENDING,Jani-Biswas,Tumkur,Shopping
UPI005513,2026-01-16 21:57:00,Kotak,ACC17741,PNB,AmazonPay,,REVERSED,Krishna Group,Bardhaman,Shopping
UPI005514,2026-01-29 02:02:00,SBI,ACC15136,Kotak,AmazonPay,49292.08,PENDING,Venkatesh-Buch,Vasai-Virar,Transport
UPI005515,2026-01-28 16:04:00,BOB,ACC34434,Axis,GPay,27880.62,REVERSED,Pal-Goda,Nagaon,Bills
UPI005516,2026-01-27 12:43:00,BOB,ACC99861,PNB,GPay,,FAILED,Ramakrishnan-Date,Bongaigaon,Transfer
UPI005517,2026-01-23 08:23:00,Axis,ACC97224,SBI,PhonePe,27850.13,SUCCESS,Bath-Om,Chennai,Transport
UPI005518,2026-01-10 22:57:00,Axis,ACC18657,Axis,Paytm,8733.66,PENDING,"Nadig, Rastogi and Bhatt",Begusarai,Bills
UPI005519,2026-01-23 20:17:00,ICICI,ACC93733,Kotak,PhonePe,13092.97,SUCCESS,"Chaudhuri, Natt and Narayan",Ambala,Food
UPI005520,2026-01-03 16:25:00,BOB,ACC93648,HDFC,PhonePe,777.94,PENDING,"Tella, Aurora and Pant",Khandwa,Transfer
UPI005521,2026-01-05 06:17:00,PNB,ACC42405,BOB,AmazonPay,,FAILED,Narang-Arora,Barasat,Food
UPI005522,2026-01-27 09:45:00,HDFC,ACC71088,BOB,BHIM,31815.52,FAILED,"Iyer, Gokhale and Nagar",Bellary,Shopping
UPI005523,2026-01-15 16:02:00,Axis,ACC19895,Kotak,Paytm,32258.57,REVERSED,"Bhatnagar, Dhar and Roy",Thrissur,Transfer
UPI005524,2026-01-09 22:09:00,HDFC,ACC62058,ICICI,AmazonPay,4941.9,REVERSED,Rana-Mann,Malda,Shopping
UPI005525,2026-01-05 17:53:00,ICICI,ACC77547,Axis,PhonePe,2234.37,FAILED,Guha-Varghese,Siwan,Transfer
UPI005526,2026-01-24 18:21:00,HDFC,ACC59266,ICICI,BHIM,43286.7,SUCCESS,"Devi, Saxena and Kale",Bardhaman,Transfer
UPI005527,2026-01-04 04:59:00,HDFC,ACC59413,Axis,BHIM,31756.48,SUCCESS,"Lal, Mukhopadhyay and Varkey",Etawah,Bills
UPI005528,2026-01-21 19:47:00,BOB,ACC69377,PNB,PhonePe,28707.54,REVERSED,Aggarwal LLC,Dehri,Bills
UPI005529,2026-01-20 07:21:00,ICICI,ACC88268,Axis,BHIM,46012.27,PENDING,Boase-Parikh,Tirunelveli,Transfer
UPI005530,2026-01-29 12:28:00,Kotak,ACC12054,SBI,BHIM,23204.29,PENDING,Khare Inc,Satna,Food
UPI005531,2026-01-12 07:05:00,BOB,ACC72253,HDFC,GPay,20579.7,FAILED,Sharma PLC,Hajipur,Shopping
UPI005532,2026-01-08 23:55:00,Axis,ACC75373,Kotak,AmazonPay,14133.54,REVERSED,"Mall, Sharma and Brahmbhatt",Lucknow,Shopping
UPI005533,2026-01-17 18:02:00,ICICI,ACC62774,SBI,Paytm,22343.37,FAILED,"Ganguly, Yadav and Kakar",Kulti,Food
UPI005534,2026-01-12 07:28:00,HDFC,ACC10397,PNB,Paytm,49749.6,REVERSED,"Chauhan, Shankar and Malhotra",Raichur,Transfer
UPI005535,2026-01-08 11:33:00,PNB,ACC98629,HDFC,AmazonPay,39947.87,PENDING,Bala-Sabharwal,Tirupati,Shopping
UPI005536,2026-01-10 22:06:00,SBI,ACC77117,Kotak,AmazonPay,43533.2,FAILED,Mani Inc,Indore,Bills
UPI005537,2026-01-04 02:44:00,BOB,ACC98120,Kotak,PhonePe,1603.81,REVERSED,Khalsa and Sons,Bahraich,Transport
UPI005538,2026-01-11 05:35:00,BOB,ACC50181,ICICI,AmazonPay,33115.14,SUCCESS,Das-Bhavsar,Farrukhabad,Transfer
UPI005539,2026-01-25 20:19:00,ICICI,ACC80940,PNB,BHIM,-15520.99,REVERSED,Sastry Inc,Hyderabad,Food
UPI005540,2026-01-25 01:11:00,PNB,ACC51444,BOB,AmazonPay,21997.88,REVERSED,Uppal Inc,Mumbai,Transport
UPI005541,2026-01-03 03:21:00,Kotak,ACC42848,SBI,BHIM,21130.46,FAILED,"Jaggi, Kala and Patel",Mehsana,Bills
UPI005542,2026-01-28 14:50:00,Axis,ACC31489,Kotak,BHIM,,SUCCESS,Dar Group,Bhatpara,Food
UPI005543,2026-01-19 02:52:00,Axis,ACC68827,SBI,PhonePe,12337.14,SUCCESS,"Natt, Sagar and Pandey",Ahmednagar,Transfer
UPI005544,2026-01-16 04:23:00,PNB,ACC89969,Kotak,AmazonPay,,FAILED,Desai-Banik,Raebareli,Food
UPI005545,2026-01-02 00:24:00,HDFC,ACC32606,SBI,GPay,3934.71,SUCCESS,"Mani, Sharma and Raju",Sasaram,Transfer
UPI005546,2026-01-15 05:16:00,Axis,ACC24284,BOB,PhonePe,19885.55,REVERSED,Randhawa-Bal,Naihati,Transport
UPI005547,2026-01-05 00:06:00,ICICI,ACC63438,BOB,Paytm,46914.37,PENDING,Thaker-Ghosh,Nagaon,Shopping
UPI005548,2026-01-10 09:29:00,ICICI,ACC57733,Kotak,PhonePe,40330.39,REVERSED,Peri PLC,Chapra,Shopping
UPI005549,2026-01-02 01:40:00,PNB,ACC35742,Axis,GPay,4365.38,FAILED,Chaudhary-Majumdar,Bidar,Transfer
UPI005550,2026-01-21 07:38:00,ICICI,ACC44329,HDFC,Paytm,-15393.45,FAILED,Saxena-Choudhry,Firozabad,Shopping
UPI005551,2026-01-17 15:39:00,HDFC,ACC62116,ICICI,BHIM,81.98,SUCCESS,"Hegde, Mammen and Kala",Naihati,Bills
UPI005552,2026-01-22 20:09:00,Axis,ACC76489,PNB,PhonePe,30670.39,FAILED,Joshi Inc,Arrah,Shopping
UPI005553,2026-01-13 12:52:00,Kotak,ACC66780,ICICI,AmazonPay,39839.82,SUCCESS,Mittal Ltd,Pune,Shopping
UPI005554,2026-01-09 22:27:00,ICICI,ACC19947,BOB,AmazonPay,45869.61,PENDING,Nayar-Kulkarni,Sambalpur,Food
UPI005555,2026-01-12 17:15:00,PNB,ACC62956,ICICI,PhonePe,18937.08,FAILED,Dhawan-D’Alia,Ambarnath,Transport
UPI005556,2026-01-29 03:16:00,PNB,ACC86395,SBI,GPay,,REVERSED,Kala and Sons,Jalna,Shopping
UPI005557,2026-01-02 04:15:00,PNB,ACC89955,Kotak,PhonePe,11783.87,FAILED,"Sandal, Bhardwaj and Saran",Varanasi,Food
UPI005558,2026-01-10 14:45:00,HDFC,ACC84258,PNB,GPay,46491.64,FAILED,"Jain, Bhagat and Nayak",Hazaribagh,Bills
UPI005559,2026-01-20 12:01:00,ICICI,ACC74172,PNB,PhonePe,29130.79,SUCCESS,Dar-Varughese,Bhind,Transfer
UPI005560,2026-01-24 05:59:00,BOB,ACC37775,SBI,PhonePe,14660.98,REVERSED,"Bhattacharyya, Hans and Anand",Guntakal,Transport
UPI005561,2026-01-30 20:08:00,Kotak,ACC32277,ICICI,Paytm,37910.08,SUCCESS,"Kakar, Natt and Jain",Jalandhar,Bills
UPI005562,2026-01-27 01:57:00,Axis,ACC11031,Axis,AmazonPay,4473.16,SUCCESS,"Mangat, Mittal and Dave",Tadepalligudem,Food
UPI005563,2026-01-11 09:28:00,PNB,ACC52764,Kotak,PhonePe,30650.84,FAILED,Thakur Ltd,Katihar,Transport
UPI005564,2026-01-08 15:01:00,PNB,ACC81225,BOB,BHIM,4125.08,FAILED,Dubey PLC,Agartala,Shopping
UPI005565,2026-01-02 06:37:00,Kotak,ACC43251,SBI,Paytm,34905.84,REVERSED,"Contractor, Wason and Ghose",Fatehpur,Bills
UPI005566,2026-01-28 18:09:00,Kotak,ACC32701,SBI,AmazonPay,41632.44,FAILED,"Ganesan, Kala and Shah",Madhyamgram,Shopping
UPI005567,2026-01-09 20:32:00,Axis,ACC27061,Kotak,BHIM,27374.53,SUCCESS,"Bose, Khalsa and Som",Farrukhabad,Transport
UPI005568,2026-01-30 01:58:00,PNB,ACC67567,HDFC,GPay,42665.2,FAILED,"Shetty, Patil and Babu",Berhampur,Transport
UPI005569,2026-01-10 02:24:00,Axis,ACC82903,PNB,GPay,47900.53,REVERSED,Nagy and Sons,Jammu,Transfer
UPI005570,2026-01-07 04:57:00,Kotak,ACC73588,BOB,AmazonPay,7936.47,PENDING,Reddy-Mohanty,Rajpur Sonarpur,Bills
UPI005571,2026-01-05 02:36:00,Axis,ACC65608,ICICI,GPay,381.23,PENDING,"Deshmukh, Shankar and Contractor",Coimbatore,Shopping
UPI005572,2026-01-02 12:43:00,Axis,ACC52171,HDFC,Paytm,17215.79,FAILED,Mishra Inc,Delhi,Transport
UPI005573,2026-01-25 11:12:00,BOB,ACC40400,ICICI,Paytm,31606.63,SUCCESS,"Arora, Dhawan and Nazareth",Ambala,Transfer
UPI005574,2026-01-30 16:15:00,PNB,ACC89124,Axis,BHIM,18458.54,PENDING,Shan Inc,Bathinda,Shopping
UPI005575,2026-01-21 12:01:00,SBI,ACC66090,Axis,GPay,35852.77,PENDING,Dhar-Goswami,Varanasi,Food
UPI005576,2026-01-09 21:11:00,PNB,ACC68798,Axis,PhonePe,-21445.72,PENDING,"Cheema, Prashad and Koshy",Akola,Transfer
UPI005577,2026-01-12 09:25:00,Kotak,ACC26949,Axis,PhonePe,27401.68,PENDING,Doctor and Sons,Hyderabad,Transport
UPI005578,2026-01-01 06:20:00,ICICI,ACC65702,Kotak,GPay,43576.31,SUCCESS,"Khosla, Rastogi and Varma",Kottayam,Transfer
UPI005579,2026-01-22 13:39:00,PNB,ACC75828,BOB,PhonePe,,FAILED,"Zacharia, Yadav and Gopal",Mumbai,Transport
UPI005580,2026-01-06 05:37:00,SBI,ACC94769,PNB,AmazonPay,29017.82,PENDING,Tripathi-Bhatia,Phusro,Transport
UPI005581,2026-01-10 15:06:00,SBI,ACC30554,Axis,AmazonPay,17281.75,FAILED,Lad and Sons,Deoghar,Transfer
UPI005582,2026-01-01 16:53:00,BOB,ACC98154,HDFC,GPay,29014.38,REVERSED,Master and Sons,Chandigarh,Transfer
UPI005583,2026-01-27 00:58:00,BOB,ACC84793,BOB,AmazonPay,39900.27,FAILED,"Balakrishnan, Kari and Narain",Malda,Shopping
UPI005584,2026-01-10 15:12:00,HDFC,ACC66519,BOB,PhonePe,34568.15,FAILED,Lala Inc,Karawal Nagar,Transport
UPI005585,2026-01-22 06:56:00,Axis,ACC94126,SBI,PhonePe,14989.47,FAILED,"Vaidya, Nagi and Keer",Saharsa,Bills
UPI005586,2026-01-18 06:49:00,Kotak,ACC52960,HDFC,Paytm,5214.73,REVERSED,Lanka and Sons,Durgapur,Food
UPI005587,2026-01-27 05:02:00,HDFC,ACC98428,SBI,AmazonPay,44540.97,PENDING,More Inc,Jhansi,Food
UPI005588,2026-01-24 05:18:00,Axis,ACC60225,SBI,PhonePe,4222.32,REVERSED,Lad LLC,Tadipatri,Shopping
